-319.294,198.563,373
-310.083,196.434,369
-301.823,194.837,366
-295.275,194.305,365
-286.378,192.175,361
-300.935,199.947,387
-294.104,199.431,386
-288.771,201.757,379
-305.215,198.487,409
-296.26,198.888,397
-291.036,201.497,390
-287.305,204.951,385
-296.609,197.031,406
-291.495,199.89,399
-286.381,202.531,392
-281.998,205.484,386
-291.672,191.603,408
-289.528,196.545,405
-283.809,198.888,397
-277.375,200.464,388
-274.515,204.419,384
-283.876,190.664,406
-279.681,194.119,400
-275.486,197.386,394
-270.591,199.947,387
-267.794,203.887,383
-275.459,189.255,403
-271.358,192.663,397
-267.94,196.384,392
-264.522,199.947,387
-262.472,204.419,384
-283.832,186.258,425
-270.475,183.843,405
-267.804,188.316,401
-264.464,192.178,396
-261.793,196.384,392
-258.454,199.947,387
-255.782,203.887,383
-308.471,192.459,473
-272.602,183.19,418
-262.82,182.936,403
-259.559,186.907,398
-257.602,191.692,395
-255.646,196.384,392
-253.689,200.981,389
-278.777,178.218,438
-274.321,182.128,431
-261.592,180.122,411
-255.864,182.482,402
-252.681,186.437,397
-250.772,191.207,394
-250.135,196.885,393
-248.862,202.014,391
-246.316,206.016,387
-267.563,175.37,431
-262.596,178.748,423
-253.905,179.245,409
-249.56,182.482,402
-246.456,186.437,397
-244.593,191.207,394
-244.593,197.386,394
-243.972,203.047,393
-260.199,168.22,430
-254.148,170.894,420
-251.727,175.79,416
-246.886,178.807,408
-242.651,182.028,401
-242.045,187.846,400
-239.625,192.178,396
-240.23,205.114,397
-256.403,163.354,435
-250.509,166.264,425
-245.204,169.266,416
-242.846,174.1,412
-239.899,178.369,407
-237.541,182.936,403
-235.773,187.846,400
-234.594,193.148,398
-232.826,197.887,395
-234.005,205.114,397
-233.415,210.807,396
-256.467,160.851,447
-247.86,162.228,432
-243.844,166.264,425
-240.402,170.487,419
-235.812,173.677,411
-233.517,178.369,407
-232.369,183.843,405
-230.648,188.786,402
-229.5,194.119,400
-227.779,198.888,397
-227.779,211.34,397
-248.899,160.491,446
-242.76,163.354,435
-237.738,166.655,426
-235.505,171.708,422
-231.041,174.945,414
-228.25,179.245,409
-227.134,184.751,407
-226.018,190.194,405
-224.344,195.089,402
-223.786,200.892,401
-222.112,211.872,398
-249.499,158.316,460
-241.905,160.491,446
-235.939,163.354,435
-233.769,168.611,431
-230.515,172.928,425
-226.176,176.212,417
-223.464,180.56,412
-221.837,185.659,409
-220.752,191.134,407
-218.582,208.214,403
-217.498,213.469,401
-245.972,153.402,467
-238.598,155.907,453
-233.331,159.412,443
-229.644,163.73,436
-227.537,169.002,432
-225.43,174.149,428
-222.797,178.748,423
-219.637,182.752,417
-218.583,188.383,415
-215.95,192.542,410
-214.37,197.516,407
-213.843,203.397,406
-213.843,209.764,406
-213.316,215.598,405
-242.737,148.581,475
-235.072,151.102,460
-227.917,153.497,446
-224.34,157.972,439
-221.785,162.979,434
-220.252,168.611,431
-219.23,174.556,429
-216.164,178.748,423
-214.12,183.628,419
-213.098,189.291,417
-210.542,193.482,412
-207.987,203.898,407
-207.987,210.281,407
-208.498,217.195,408
-242.223,145.292,489
-229.344,144.827,463
-224.886,149.131,454
-221.419,153.842,447
-216.961,157.613,438
-216.465,164.106,437
-214.484,169.393,433
-211.017,173.335,426
-210.521,179.593,425
-208.54,184.505,421
-207.549,190.199,419
-206.558,195.83,417
-204.082,199.942,412
-203.091,205.401,410
-203.586,212.347,411
-204.577,219.857,413
-224.962,139.35,469
-221.124,144.202,461
-218.247,149.46,455
-214.409,153.842,447
-212.011,159.052,442
-210.092,164.481,438
-206.255,168.22,430
-203.377,172.521,424
-202.897,178.748,423
-201.938,184.505,421
-200.499,189.745,418
-200.019,195.83,417
-198.58,200.913,414
-199.54,208.407,416
-199.06,214.414,415
-200.499,222.519,418
