-909.5149040222168,-483.2631051540375,905.0000309944153
-903.4162163734436,-483.7970733642578,906.000018119812
-897.7332711219788,-476.69342160224915,906.000018119812
-903.8382172584534,-476.1672616004944,905.0000309944153
-909.9274277687073,-475.641131401062,904.0000438690186
-844.6998000144958,-432.2713613510132,834.0000510215759
-886.4647150039673,-460.77847480773926,889.0000581741333
-901.2591242790222,-472.1813201904297,911.0000729560852
-861.0708713531494,-443.5986876487732,869.0000176429749
-861.8921637535095,-440.53587317466736,863.0000352859497
-860.6061339378357,-436.45209074020386,855.0000190734863
-866.9820427894592,-430.25094270706177,856.0000658035278
-865.29541015625,-432.76408314704895,861.0000610351562
-859.5417141914368,-433.2667291164398,862.000048160553
-855.7509779930115,-434.77460741996765,865.0000691413879
-855.8390140533447,-438.2930099964142,872.0000386238098
-854.8436760902405,-441.30876660346985,878.000020980835
-872.7988004684448,-442.83607602119446,895.0000405311584
-862.12158203125,-433.9298605918884,877.0000338554382
-862.0617985725403,-430.46635389328003,870.0000643730164
-864.8883104324341,-428.48721146583557,866.0000562667847
-864.6323680877686,-425.0236749649048,859.000027179718
-866.9820427894592,-416.8276786804199,856.0000658035278
-865.29541015625,-419.2624092102051,861.0000610351562
-865.5245900154114,-422.67104983329773,868.0000305175781
-862.6760840415955,-424.61884021759033,872.0000386238098
-886.2645030021667,-439.714252948761,903.0000567436218
-919.1030263900757,-459.67912673950195,944.0000653266907
-947.4354386329651,-477.6962101459503,981.0000658035278
-967.39262342453,-475.2746522426605,992.0000433921814
-975.1706123352051,-475.2746522426605,992.0000433921814
-864.8883104324341,-414.9071276187897,866.0000562667847
-870.6717491149902,-414.4280254840851,865.0000691413879
-887.4050974845886,-416.12863540649414,883.0000162124634
-869.5131540298462,-410.94470024108887,872.0000386238098
-180.23116886615753,-437.01085448265076,943.0000185966492
-186.63011491298676,-434.69372391700745,938.0000233650208
-868.9978718757629,-406.42473101615906,877.0000338554382
-895.8484530448914,-415.6932532787323,897.0000147819519
-913.9536619186401,-420.79097032546997,908.0000519752502
-193.53994727134705,-429.6170771121979,943.0000185966492
-185.35660207271576,-427.79478430747986,939.0000700950623
-178.9419800043106,-430.07269501686096,944.0000653266907
-172.0855087041855,-431.43942952156067,947.0000267028809
-165.18200933933258,-432.80619382858276,950.0000476837158
-158.72026979923248,-424.01430010795593,947.0000267028809
-165.7945066690445,-423.11882972717285,945.0000524520874
-173.75382781028748,-424.46205019950867,948.0000734329224
-181.18679523468018,-424.46205019950867,948.0000734329224
-165.00814259052277,-417.46899485588074,949.0000605583191
-156.57110512256622,-414.8295521736145,943.0000185966492
-165.70302844047546,-407.7242612838745,998.0000257492065
-157.71983563899994,-407.3157012462616,997.0000386238098
-151.46608650684357,-399.4985520839691,997.0000386238098
-159.6027910709381,-400.29996633529663,999.000072479248
-167.1004295349121,-399.4985520839691,997.0000386238098
-174.91759359836578,-399.4985520839691,997.0000386238098
-238.38381469249725,-373.0836510658264,969.0000414848328
-177.889883518219,-192.50962138175964,500.0
-201.83643698692322,-196.74484431743622,511.00003719329834
