-201.02915167808533 ,-267.5302028656006 ,501.0000467300415, 0, 0, -1
-195.13387978076935 ,-264.86021280288696 ,496.0000216960907, 0, 0, -1
-178.28844487667084 ,-257.384330034256 ,482.0000231266022, 0, 0, -1
-172.3369061946869 ,-254.18037176132202 ,476.00001096725464, 0, 0, -1
-166.4794683456421 ,-250.97641348838806 ,470.0000286102295, 0, 0, -1
-162.101611495018 ,-249.9084323644638 ,468.00002455711365, 0, 0, -1
-145.89813351631165,-276.75577998161316,526.0000228881836, 0,  0, 180
-149.45192635059357,-275.703489780426,524.0000486373901, 0,  0, 180
-151.50906145572662,-272.0204293727875,517.0000195503235, 0,  0, 180
-155.56269884109497,-272.0204293727875,517.0000195503235, 0,  0, 180
-155.82886338233948,-246.76513671875,469.0000116825104, 0,  0, 180
-159.16605293750763,-246.23899161815643,468.00002455711365, 0,  0, 180
-162.13960945606232,-245.1866865158081,466.0000205039978, 0,  0, 180
-165.43760895729065,-244.66054141521454,465.0000333786011, 0,  0, 180
-169.81075704097748,-245.71283161640167,467.00000762939453, 0,  0, 180
-174.95819926261902,-247.81744182109833,471.0000157356262, 0,  0, 180
-188.80197405815125,-251.50048732757568,478.0000150203705, 0,  0, 180
-192.54982471466064,-251.50048732757568,478.0000150203705, 0,  0, 180
-197.11901247501373,-252.5528073310852,480.0000190734863, 0,  0, 180
-205.9250921010971,-254.1312575340271,483.0000102519989, 0,  0, 180
-206.79165422916412 ,-247.75265157222748 ,478.0000150203705, 0, 0, -1
-203.04380357265472 ,-247.75265157222748 ,478.0000150203705, 0, 0, -1
-187.3864382505417 ,-242.05122888088226 ,467.00000762939453, 0, 0, -1
-179.67766523361206 ,-241.53292179107666 ,466.0000205039978, 0, 0, -1
-175.64617097377777 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-172.00025916099548 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-168.3543473482132 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-164.70842063426971 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-161.06249392032623 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-157.75510668754578 ,-241.53292179107666 ,466.0000205039978, 0, 0, -1
-154.10134196281433 ,-241.53292179107666 ,466.0000205039978, 0, 0, -1
-150.12472867965698 ,-241.01461470127106 ,465.0000333786011, 0, 0, -1
-145.84879577159882 ,-239.97798562049866 ,463.00002932548523, 0, 0, -1
-157.74522721767426 ,-273.14987778663635 ,527.0000100135803, 0, 0, -1
-153.32169830799103 ,-272.63158559799194 ,526.0000228881836, 0, 0, -1
-149.7647762298584 ,-273.66819977760315 ,527.999997138977, 0, 0, -1
-145.90071141719818 ,-274.18652176856995 ,529.0000438690186, 0, 0, -1
-141.21705293655396 ,-273.14987778663635 ,527.0000100135803, 0, 0, -1
-148.11712503433228,-272.59114384651184,534.000039100647, 0,  0, 180
-151.44839882850647,-271.05972170829773,531.000018119812, 0,  0, 180
-155.6118130683899,-271.05972170829773,531.000018119812, 0,  0, 180
-138.11078667640686,-234.30585861206055,459.00002121925354, 0,  0, 180
-141.70967042446136,-234.30585861206055,459.00002121925354, 0,  0, 180
-145.30853927135468,-234.30585861206055,459.00002121925354, 0,  0, 180
-148.58299493789673,-233.7954044342041,458.0000340938568, 0,  0, 180
-152.5062918663025,-234.30585861206055,459.00002121925354, 0,  0, 180
-156.44526481628418,-234.8163276910782,460.00000834465027, 0,  0, 180
-160.74785590171814,-235.83726584911346,462.0000123977661, 0,  0, 180
-164.72604870796204,-236.3477498292923,463.00002932548523, 0,  0, 180
-168.71990263462067,-236.85821890830994,464.00001645088196, 0,  0, 180
-172.3579615354538,-236.85821890830994,464.00001645088196, 0,  0, 180
-175.9960502386093,-236.85821890830994,464.00001645088196, 0,  0, 180
-179.63412404060364,-236.85821890830994,464.00001645088196, 0,  0, 180
-182.0872724056244,-235.32681167125702,461.0000252723694, 0,  0, 180
-185.29899418354034,-234.8163276910782,460.00000834465027, 0,  0, 180
-189.31639194488525,-235.32681167125702,461.0000252723694, 0,  0, 180
-193.7679648399353,-236.3477498292923,463.00002932548523, 0,  0, 180
-199.52991604804993,-238.9000952243805,468.00002455711365, 0,  0, 180
-204.93610203266144,-240.94198644161224,472.00003266334534, 0,  0, 180
